date,요일,청양고추_거래량(kg),청양고추_가격(원/kg),시금치_거래량(kg),시금치_가격(원/kg),토마토_거래량(kg),토마토_가격(원/kg),파프리카_거래량(kg),파프리카_가격(원/kg),깻잎_거래량(kg),깻잎_가격(원/kg),미나리_거래량(kg),미나리_가격(원/kg),양파_거래량(kg),양파_가격(원/kg),풋고추_거래량(kg),풋고추_가격(원/kg)
2013-11-29,금요일,139060,4240,154500,2130,181470,2390,11430,1470,63880,4760,49840,2010,452180,1170,260530,3510
2013-11-30,토요일,138980,4230,154510,2130,181030,2390,11290,1490,63810,4760,49910,2020,451170,1170,260260,3510
2013-12-01,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2013-12-02,월요일,139080,4230,154900,2130,180650,2390,11660,1680,63780,4760,50020,2020,450910,1170,260260,3510
2013-12-03,화요일,139150,4220,155240,2120,180300,2390,11530,1880,63720,4760,50100,2020,450060,1170,260210,3500
2013-12-04,수요일,139250,4220,155740,2120,179880,2390,11910,1890,63670,4760,50160,2030,449560,1170,260210,3500
2013-12-05,목요일,139320,4210,156120,2120,179430,2390,13540,2180,63610,4760,50110,2030,449140,1170,260160,3500
2013-12-06,금요일,139390,4210,156470,2110,179140,2390,13210,2280,63570,4760,50200,2030,449020,1170,260100,3490
2013-12-07,토요일,139370,4200,156680,2110,178740,2390,12940,2480,63500,4760,50250,2040,448300,1170,259900,3490
2013-12-08,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2013-12-09,월요일,139600,4200,157140,2100,178460,2390,11900,2550,63490,4760,50300,2040,448170,1160,260070,3490
2013-12-10,화요일,139710,4190,157320,2100,178100,2390,11310,2630,63440,4760,50370,2040,447670,1160,260050,3480
2013-12-11,수요일,139860,4190,157600,2100,177710,2390,9960,2870,63420,4760,50440,2040,447330,1160,260090,3480
2013-12-12,목요일,139950,4180,157720,2090,177360,2390,8260,2800,63360,4760,50460,2040,446660,1160,260080,3480
2013-12-13,금요일,140090,4180,157920,2090,177050,2390,7530,2850,63310,4770,50390,2040,446340,1160,260150,3470
2013-12-14,토요일,140120,4170,158100,2090,176660,2390,7400,2740,63230,4770,50410,2040,445220,1160,260060,3470
2013-12-15,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2013-12-16,월요일,140390,4160,158510,2080,176410,2400,6810,2710,63190,4770,50400,2040,444430,1150,260310,3460
2013-12-17,화요일,140520,4160,158770,2080,176120,2400,7170,2520,63120,4780,50310,2040,444080,1150,260350,3460
2013-12-18,수요일,140610,4150,159140,2080,175790,2400,6810,2520,63060,4790,50240,2040,443540,1150,260360,3450
2013-12-19,목요일,140660,4140,159470,2080,175400,2400,8330,2550,62990,4800,50270,2040,443120,1150,260290,3450
2013-12-20,금요일,140770,4140,159910,2070,175130,2400,8310,2610,62940,4810,50270,2040,442730,1150,260310,3450
2013-12-21,토요일,140710,4130,160110,2070,174770,2400,8330,2650,62860,4820,50280,2040,441770,1150,260110,3440
2013-12-22,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2013-12-23,월요일,140900,4130,160670,2070,174530,2410,8580,2690,62850,4840,50300,2040,441290,1140,260290,3440
2013-12-24,화요일,140960,4120,161150,2060,174190,2410,10220,2730,62800,4850,50330,2040,440850,1140,260240,3440
2013-12-25,수요일,141020,4120,161290,2060,173890,2410,10020,2710,62760,4860,50210,2030,440270,1140,260170,3430
2013-12-26,목요일,141050,4110,161620,2060,173470,2410,8920,2720,62690,4870,50240,2030,439230,1140,260080,3430
2013-12-27,금요일,141110,4100,162540,2050,173920,2410,8620,2720,62840,4880,50430,2030,438160,1140,260880,3430
2013-12-28,토요일,141410,4080,163250,2050,174110,2410,8740,2690,62930,4870,50590,2030,438170,1140,261270,3410
2013-12-29,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2013-12-30,월요일,141530,4050,163610,2030,174440,2420,8580,2690,63050,4840,50530,2020,437890,1130,261540,3380
2013-12-31,화요일,141520,4030,163760,2020,174380,2420,7260,2900,63010,4840,50420,2030,437700,1130,261480,3370
2014-01-01,수요일,0,,0,,0,,0,,0,,0,,0,,0,
2014-01-02,목요일,63680,3100,58540,1130,13050,2480,2990,3070,18570,9470,10890,1340,33620,660,100600,3140
2014-01-03,금요일,139390,3140,198930,1220,76860,2700,4770,3350,41720,9610,38630,1740,76680,700,217090,3260
2014-01-04,토요일,144560,3100,209930,1240,78780,2710,4530,3410,43050,9780,45710,1930,72500,710,225390,3220
2014-01-05,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2014-01-06,월요일,168700,2990,237270,1260,85450,2690,5030,3480,49920,9540,49520,1990,115620,700,259470,3160
2014-01-07,화요일,172010,2930,242680,1250,86700,2730,5200,3490,51060,9060,52840,1950,133690,690,262410,3110
2014-01-08,수요일,173300,2870,248520,1240,84760,2740,5390,3490,51530,8570,54240,1890,144620,680,257910,3070
2014-01-09,목요일,172380,2840,244730,1240,79960,2730,5450,3660,50880,8210,53950,1850,161600,680,254680,3050
2014-01-10,금요일,172250,2830,248250,1210,80960,2740,5470,3750,50730,7900,54460,1770,163700,670,252000,3040
2014-01-11,토요일,168190,2830,243150,1200,79400,2730,5190,3940,49570,7640,54350,1710,151950,660,244970,3050
2014-01-12,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2014-01-13,월요일,171140,2850,249690,1190,79860,2740,4770,4100,50000,7450,54060,1700,158620,660,248400,3100
2014-01-14,화요일,171500,2870,248920,1180,79010,2760,4120,4310,49180,7330,51020,1690,168290,650,248120,3150
2014-01-15,수요일,164940,2900,240870,1170,74230,2740,3340,4670,46820,7240,48120,1680,165510,640,237920,3190
2014-01-16,목요일,165140,2910,238680,1160,71540,2780,3560,4960,46300,7150,45750,1700,165380,640,237760,3240
2014-01-17,금요일,163760,2910,240340,1160,73170,2820,3070,5200,46260,7090,46980,1770,169120,640,236250,3270
2014-01-18,토요일,160940,2920,237770,1160,72030,2850,3070,5410,45810,7080,48100,1810,161950,640,232680,3310
2014-01-19,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2014-01-20,월요일,163200,2950,242060,1170,73760,2870,2940,5690,46660,7140,49360,1840,165900,640,236220,3380
2014-01-21,화요일,163910,3010,243380,1180,73330,2920,3160,5770,46590,7210,50250,1890,171410,630,236430,3440
2014-01-22,수요일,163930,3060,245680,1190,73520,2960,3400,5910,46860,7250,51420,1910,170860,630,236620,3510
2014-01-23,목요일,165220,3090,247600,1200,71950,3000,3190,5790,46960,7260,52360,1930,168140,630,237720,3540
2014-01-24,금요일,167070,3100,252860,1210,72280,3040,3260,5840,47240,7270,53600,1950,169000,630,239920,3550
2014-01-25,토요일,167810,3090,257580,1210,71730,3070,3380,5860,47340,7300,55170,1960,166420,630,240840,3550
2014-01-26,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2014-01-27,월요일,171690,3070,270110,1200,72470,3110,3630,5860,49210,7280,57540,2010,165220,630,247820,3550
2014-01-28,화요일,172140,3060,277850,1210,73650,3150,3650,6020,50110,7290,58130,2070,162270,630,249340,3560
2014-01-29,수요일,169920,3070,281770,1210,76380,3150,3700,5950,50720,7330,57880,2140,159470,630,246210,3580
2014-01-30,목요일,163490,3090,273450,1250,73870,3120,3790,5890,48980,7320,55760,2180,154010,630,236890,3600
2014-01-31,금요일,0,,0,,0,,0,,0,,0,,0,,0,
2014-02-01,토요일,0,,0,,0,,0,,0,,0,,0,,0,
2014-02-02,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2014-02-03,월요일,160230,3160,267810,1270,75080,3130,3440,5870,49230,7380,55500,2230,152110,630,233130,3660
2014-02-04,화요일,159330,3200,265100,1270,77070,3120,2960,5980,49740,7370,55730,2240,152790,630,233420,3710
2014-02-05,수요일,159570,3210,262430,1280,77920,3120,2680,5920,50540,7300,55620,2220,154890,630,234510,3700
2014-02-06,목요일,160090,3200,260590,1280,78320,3120,2560,6220,51130,7190,55420,2210,154840,630,234970,3680
2014-02-07,금요일,160370,3190,259050,1280,79860,3130,2870,5960,51620,7070,54260,2200,156430,630,234870,3660
2014-02-08,토요일,159740,3170,257580,1270,79760,3140,2710,5800,51730,6950,54750,2180,152430,630,233230,3640
2014-02-09,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2014-02-10,월요일,161140,3160,260060,1270,81220,3150,2750,5640,52570,6840,54760,2170,156620,630,234650,3620
2014-02-11,화요일,161020,3160,261470,1260,81000,3160,2930,5440,52550,6740,54420,2200,159250,630,233930,3620
2014-02-12,수요일,160210,3150,263640,1250,81000,3180,3070,5370,52540,6660,54060,2210,161200,620,232790,3620
2014-02-13,목요일,158890,3160,265200,1240,80580,3200,3350,5270,52320,6590,54260,2220,161330,620,231300,3630
2014-02-14,금요일,157000,3180,263280,1230,81610,3230,4070,5240,52100,6530,53050,2210,160640,620,228720,3650
2014-02-15,토요일,154930,3220,260000,1220,81280,3250,4280,5340,51640,6490,53160,2190,157390,620,225760,3680
2014-02-16,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2014-02-17,월요일,154720,3240,259590,1220,83130,3270,5030,5220,51850,6450,52910,2190,158070,620,225660,3700
2014-02-18,화요일,154120,3260,257810,1210,83300,3290,5520,5080,51770,6420,52660,2200,159940,620,224800,3720
2014-02-19,수요일,153560,3290,256350,1200,83480,3310,5720,5010,51850,6390,52440,2200,159920,620,224160,3750
2014-02-20,목요일,152600,3340,254800,1190,83000,3330,6060,4870,51830,6350,52120,2190,160710,610,222680,3790
2014-02-21,금요일,152230,3380,253300,1180,84280,3340,5300,4830,51900,6320,51880,2200,160680,610,221930,3820
2014-02-22,토요일,151280,3410,251070,1180,84540,3360,5210,4680,51800,6290,51610,2210,158610,610,220360,3850
2014-02-23,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2014-02-24,월요일,151590,3440,250590,1170,86630,3370,4600,4750,52120,6270,51380,2230,158290,610,220780,3880
2014-02-25,화요일,151020,3490,249110,1170,87260,3380,4300,4860,52090,6260,51180,2250,159710,600,220100,3930
2014-02-26,수요일,150500,3530,248190,1170,88260,3390,4180,4860,52150,6250,51090,2270,160270,600,219600,3960
2014-02-27,목요일,149770,3580,246680,1160,88090,3390,3920,4960,52170,6240,51140,2280,160990,600,218510,4000
2014-02-28,금요일,148870,3630,245660,1160,89660,3400,4430,4980,52330,6230,51250,2290,161930,600,217320,4050
2014-03-01,토요일,147950,3700,244280,1160,90870,3390,4500,5020,52270,6220,51360,2290,159520,590,216020,4110
2014-03-02,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2014-03-03,월요일,148080,3780,244510,1160,93120,3400,4900,4930,52740,6220,51440,2300,161060,590,216440,4180
2014-03-04,화요일,148150,3850,244490,1150,93760,3400,5290,4780,52800,6220,51590,2310,161960,590,216300,4240
2014-03-05,수요일,148140,3910,244500,1150,94920,3390,5710,4610,52930,6220,51790,2320,163300,590,216110,4290
2014-03-06,목요일,147700,3960,244470,1140,95420,3390,5850,4510,52950,6210,51900,2320,163290,590,215250,4340
2014-03-07,금요일,147280,4020,244530,1140,96950,3390,5790,4420,53050,6200,52090,2320,164440,580,214530,4390
2014-03-08,토요일,146770,4070,243810,1130,97900,3380,5760,4290,53010,6190,52160,2320,162630,580,213490,4440
2014-03-09,일요일,0,,0,,0,,0,,0,,0,,0,,0,
2014-03-10,월요일,147140,4110,243820,1130,100270,3380,5720,4220,53480,6180,52200,2330,163310,580,214480,4470
2014-03-11,화요일,147130,4150,243300,1120,100880,3370,5650,4180,53540,6170,52330,2340,164590,570,214730,4500
2014-03-12,수요일,146880,4180,242450,1120,101880,3360,5330,4180,53630,6160,52480,2340,165010,570,214740,4530
2014-03-13,목요일,146530,4200,241110,1120,101780,3360,4990,4120,53670,6150,52710,2350,164630,570,214440,4550
2014-03-14,금요일,146240,4230,239890,1120,103040,3350,4760,4140,53780,6130,52870,2350,164080,560,214360,4560
2014-03-15,토요일,145940,4260,238260,1110,103610,3350,4510,4200,53720,6120,53050,2350,162010,560,214100,4580
2014-03-16,일요일,0,,0,,0,,0,,0,,0,,0,,0,
